age,annual_income,loan_amount,credit_score,debt_to_income,employment_years,num_open_accounts,delinquencies_2yrs,loan_term_months,home_ownership,default
59,32195.86,35562.58,657,0.361,0,12,1,48,MORTGAGE,1
52,52171.95,2933.01,591,0.425,0,17,0,48,RENT,1
25,56351.11,13069.04,749,0.269,3,5,0,36,RENT,0
31,57298.68,14936.71,603,0.252,37,11,0,36,OWN,0
48,58238.39,11299.34,764,0.637,30,12,0,36,OWN,0
47,75787.38,23290.99,762,0.062,39,5,0,60,MORTGAGE,0
60,33279.31,18779.61,654,0.392,3,19,1,12,MORTGAGE,0
34,58514.01,16218.4,530,0.168,39,4,1,36,RENT,0
66,80798.59,21378.18,833,0.289,23,1,0,24,OWN,0
42,20307.77,15134.01,681,0.254,31,6,1,12,OWN,1
61,58592.93,40438.92,624,0.202,34,16,0,48,OWN,1
32,43292.43,16210.78,726,0.355,10,7,0,48,RENT,0
22,47585.79,16562.26,706,0.0,29,4,0,60,MORTGAGE,0
23,36903.85,1316.26,755,0.303,25,17,1,12,RENT,0
39,51608.99,10652.4,597,0.336,16,3,0,12,MORTGAGE,1
67,91825.11,24179.02,675,0.146,19,3,1,36,MORTGAGE,0
23,29711.39,4316.35,555,0.577,8,17,1,60,MORTGAGE,1
39,31607.8,1000.0,703,0.261,7,6,0,60,RENT,0
26,28961.31,15258.52,648,0.314,36,0,0,48,OWN,0
66,89548.37,25965.96,672,0.261,29,8,0,60,RENT,0
54,45753.21,15339.05,638,0.338,22,14,0,60,OWN,0
58,54487.22,12311.0,630,0.546,27,15,0,24,MORTGAGE,1
55,46944.34,1000.0,581,0.721,16,1,0,36,OWN,1
53,36111.54,18618.03,713,0.462,9,5,0,48,RENT,0
58,50296.99,20290.2,769,0.513,37,12,0,24,RENT,0
21,104164.87,1000.0,605,0.607,39,13,0,60,RENT,0
63,82841.42,24076.26,694,0.387,8,12,0,48,OWN,0
57,37941.24,21125.56,685,0.586,32,6,0,36,OWN,1
57,67951.48,24058.53,651,0.469,17,17,0,36,MORTGAGE,0
40,38369.54,19668.2,528,0.372,28,1,0,48,RENT,1
60,19472.65,20229.46,546,0.403,4,16,0,24,RENT,1
39,75390.22,19165.77,588,0.077,19,18,0,24,RENT,0
23,78201.86,21947.78,479,0.394,4,13,1,36,MORTGAGE,1
65,75921.05,1000.0,763,0.118,32,8,0,12,RENT,0
32,45602.7,2991.52,679,0.106,15,7,0,36,MORTGAGE,0
25,51664.49,9111.94,648,0.379,10,8,0,36,OWN,0
51,69995.31,13961.44,475,0.183,27,3,0,36,RENT,1
32,62829.92,18105.1,504,0.349,38,4,1,36,OWN,1
63,47127.25,17597.45,650,0.371,13,12,2,60,RENT,0
42,22618.56,23936.85,808,0.377,28,11,1,24,MORTGAGE,0
21,57277.5,24187.96,594,0.214,27,9,1,36,MORTGAGE,1
67,76580.19,8020.92,719,0.485,19,9,0,48,RENT,0
46,31048.23,16908.61,612,0.337,32,1,0,24,RENT,0
33,67775.19,8217.35,654,0.416,5,17,0,48,OWN,0
54,61630.83,13494.02,747,0.171,35,19,0,60,MORTGAGE,0
46,70002.97,17574.33,622,0.323,16,4,1,24,OWN,0
22,72439.51,1000.0,595,0.515,1,6,1,24,RENT,1
58,41110.7,34289.95,763,0.496,39,12,0,12,RENT,0
40,22660.81,19531.27,654,0.23,30,0,0,12,RENT,0
55,44329.61,10234.37,737,0.268,32,2,0,24,MORTGAGE,0
64,72782.55,30418.96,595,0.202,5,18,0,60,RENT,1
50,44159.92,12220.55,763,0.252,30,3,0,24,MORTGAGE,0
53,41119.13,16060.16,672,0.14,27,11,0,60,RENT,1
33,18572.99,11103.07,685,0.329,36,17,1,60,MORTGAGE,0
32,90052.95,28215.93,661,0.445,14,14,1,48,MORTGAGE,0
41,71514.27,14160.12,610,0.232,37,5,0,60,MORTGAGE,0
62,70397.92,16195.87,650,0.336,28,3,2,36,RENT,0
46,74354.51,24630.26,615,0.317,10,14,1,60,RENT,1
38,66534.17,19681.12,727,0.508,8,8,1,36,RENT,0
59,50113.42,14565.22,634,0.258,36,19,0,12,OWN,0
62,51724.72,23883.13,530,0.264,25,12,1,60,MORTGAGE,1
65,46448.71,35307.87,516,0.223,4,0,0,60,MORTGAGE,1
35,107694.82,17539.28,512,0.179,5,5,0,60,MORTGAGE,1
55,66118.24,15934.08,699,0.429,33,14,0,36,RENT,0
49,45723.99,16365.02,558,0.33,6,14,1,12,OWN,1
42,64309.94,25483.44,674,0.358,8,14,0,36,MORTGAGE,0
40,34782.62,10206.42,661,0.541,24,4,0,60,MORTGAGE,0
26,85090.13,12773.46,645,0.55,34,4,1,60,RENT,0
34,41778.62,2700.46,685,0.103,13,4,0,48,RENT,0
47,65021.71,5529.06,663,0.447,26,13,1,48,RENT,0
64,76319.55,10857.6,433,0.384,28,0,1,12,MORTGAGE,1
63,62695.37,14552.5,624,0.281,24,16,0,48,OWN,0
30,56889.4,29152.67,684,0.399,27,5,0,12,MORTGAGE,0
54,55216.04,19287.94,781,0.091,9,9,0,48,MORTGAGE,0
25,53871.18,7703.37,785,0.569,24,4,0,12,MORTGAGE,0
54,43466.03,9176.16,541,0.427,0,8,0,36,OWN,1
37,46010.33,25997.99,622,0.22,29,15,0,60,OWN,0
43,84591.81,24012.88,525,0.262,31,3,0,12,RENT,1
56,52829.27,15225.2,772,0.095,31,11,0,36,MORTGAGE,0
41,39284.07,11459.79,731,0.303,1,1,0,12,MORTGAGE,0
60,44674.05,23999.46,678,0.278,36,3,1,48,OWN,0
47,77007.41,7053.38,663,0.151,17,13,0,60,OWN,0
69,68512.13,18136.24,760,0.467,3,11,1,12,MORTGAGE,0
52,66206.58,33181.27,747,0.542,21,12,0,36,OWN,0
35,49849.58,16642.85,743,0.346,22,4,0,48,MORTGAGE,0
58,66467.25,8795.12,687,0.304,16,4,1,12,RENT,0
40,42128.78,18282.95,622,0.415,29,8,0,36,RENT,0
47,49807.72,11239.93,711,0.347,21,2,0,12,MORTGAGE,0
27,74396.09,3847.07,715,0.188,8,17,1,60,MORTGAGE,0
26,72485.55,20608.29,635,0.252,24,5,1,36,RENT,0
49,35361.8,23942.68,622,0.306,10,14,0,36,MORTGAGE,1
30,37889.47,12512.75,741,0.387,4,3,0,60,RENT,0
69,57174.04,11982.11,783,0.351,10,13,1,48,MORTGAGE,0
62,89522.65,7307.48,590,0.382,36,4,0,24,RENT,0
55,16688.7,13800.52,629,0.121,22,5,1,48,OWN,0
57,60566.66,10501.05,678,0.45,12,8,0,24,MORTGAGE,0
50,27479.13,6911.74,689,0.351,14,2,0,36,MORTGAGE,0
23,42313.38,30137.35,608,0.733,34,2,0,60,OWN,1
40,47711.43,18731.94,801,0.292,26,15,0,60,RENT,0
45,46589.83,19579.16,684,0.399,30,6,0,60,MORTGAGE,0
65,44324.08,22067.2,693,0.774,24,11,0,36,MORTGAGE,1
31,55144.14,21168.29,791,0.379,39,12,1,60,OWN,0
45,44294.89,11695.12,614,0.34,26,12,1,60,RENT,1
37,25750.85,17180.42,643,0.202,16,12,0,36,MORTGAGE,0
27,70597.39,12847.76,550,0.579,10,19,0,12,OWN,1
26,70057.44,18507.71,636,0.176,1,12,1,12,OWN,1
38,71863.49,17733.53,531,0.414,30,6,0,48,RENT,1
25,24185.31,11938.72,710,0.279,37,5,0,60,MORTGAGE,0
24,60978.36,4365.61,684,0.322,26,16,0,60,MORTGAGE,0
38,68519.58,16169.9,628,0.136,19,8,0,24,RENT,0
30,34375.96,13365.84,642,0.551,5,11,0,60,OWN,1
48,55183.46,1000.0,711,0.308,25,16,2,60,OWN,0
21,52674.67,19061.29,559,0.168,8,4,0,36,MORTGAGE,1
35,91843.01,22722.74,666,0.538,24,4,0,24,OWN,0
43,93489.92,35226.85,706,0.274,12,1,0,36,MORTGAGE,0
68,21712.87,11870.42,507,0.4,34,1,0,48,MORTGAGE,1
52,104878.54,10690.3,705,0.476,37,12,1,60,OWN,0
64,36695.49,6124.63,516,0.421,9,10,0,12,OWN,1
37,74613.47,16669.14,641,0.021,13,5,0,24,MORTGAGE,0
43,74409.96,16618.55,557,0.454,36,4,0,12,OWN,1
41,35086.2,8509.63,764,0.335,0,13,2,60,MORTGAGE,0
64,64865.36,13600.56,557,0.301,20,1,1,36,RENT,1
68,52849.33,1000.0,518,0.334,5,14,1,24,OWN,1
68,66086.6,22411.01,661,0.108,17,18,0,24,OWN,0
57,59613.45,8834.57,617,0.379,1,9,0,12,OWN,1
45,78926.79,14722.75,530,0.145,5,9,0,36,MORTGAGE,1
47,56507.99,3586.45,692,0.307,16,10,1,48,RENT,0
69,51642.52,10341.17,491,0.373,2,1,3,24,MORTGAGE,1
34,76921.28,12763.27,567,0.511,31,12,0,36,RENT,0
37,66607.92,14909.67,604,0.227,23,7,1,48,OWN,0
64,69636.27,18837.86,714,0.568,18,9,0,24,OWN,0
39,41708.27,26512.6,754,0.492,18,0,1,48,RENT,1
32,34094.74,20861.69,738,0.286,33,17,0,24,OWN,0
48,43645.56,22697.32,638,0.184,33,6,1,36,MORTGAGE,0
36,42583.57,26568.83,456,0.133,1,1,1,60,OWN,1
64,70723.99,19557.66,681,0.391,27,15,0,60,OWN,0
65,74519.68,14706.34,768,0.239,18,19,0,36,MORTGAGE,0
35,51897.39,23072.9,749,0.53,31,10,0,24,MORTGAGE,0
46,83618.38,23584.07,687,0.248,31,0,0,60,RENT,0
69,82369.39,20188.53,555,0.215,28,19,2,36,MORTGAGE,1
57,59867.98,3362.98,608,0.385,26,4,0,24,MORTGAGE,0
31,38562.16,8268.32,805,0.247,8,4,0,36,MORTGAGE,0
49,86507.53,12801.17,537,0.351,34,14,0,36,MORTGAGE,0
51,53779.65,21236.97,558,0.498,28,6,0,60,RENT,1
53,57523.3,14829.23,725,0.368,10,1,0,24,MORTGAGE,0
22,48207.9,24094.95,616,0.368,9,13,0,12,MORTGAGE,1
35,37204.19,25521.89,555,0.381,20,5,0,36,OWN,1
62,25627.21,24593.36,772,0.096,13,17,0,60,RENT,0
32,67657.37,24644.32,687,0.409,27,3,1,12,RENT,0
35,39331.98,6704.05,619,0.374,16,18,0,60,RENT,1
36,116190.62,18861.08,558,0.484,6,14,0,12,MORTGAGE,1
29,33278.53,10139.77,814,0.441,15,4,0,36,RENT,0
28,29852.35,1807.47,648,0.32,32,11,1,36,MORTGAGE,0
38,65202.77,12700.23,762,0.505,33,18,1,12,RENT,0
63,85586.27,25597.9,721,0.306,12,1,0,48,MORTGAGE,0
21,56291.79,18685.94,608,0.387,31,16,0,12,RENT,0
34,66444.85,31142.47,609,0.303,3,9,0,36,RENT,1
23,18129.05,16417.84,766,0.419,39,18,0,36,RENT,0
48,41449.77,34582.42,767,0.294,30,4,0,36,OWN,0
33,33527.69,16420.17,500,0.597,1,14,0,12,MORTGAGE,1
59,17099.08,15179.84,694,0.653,28,19,0,36,OWN,0
49,57339.6,4764.88,640,0.481,19,6,0,48,OWN,0
59,12000.0,23884.5,567,0.581,35,2,0,36,OWN,1
52,28556.08,10983.0,671,0.119,9,7,0,48,OWN,0
42,44256.12,9823.62,542,0.137,35,11,1,48,MORTGAGE,0
63,38374.28,25249.84,613,0.302,34,12,0,12,RENT,1
44,62928.17,24265.78,586,0.356,11,9,0,60,RENT,1
67,61111.6,24056.41,610,0.32,17,18,0,60,RENT,1
69,72875.97,12102.47,644,0.104,25,11,1,60,RENT,0
49,70047.67,14592.19,569,0.523,9,12,2,60,RENT,1
54,77816.26,14521.16,776,0.673,39,19,1,24,RENT,0
33,54961.63,21260.15,689,0.542,7,18,1,48,RENT,0
60,61069.34,27428.52,794,0.513,9,6,1,36,RENT,1
53,65230.27,17945.17,637,0.384,20,5,0,60,OWN,1
65,57833.13,30799.13,606,0.224,18,14,1,60,RENT,1
34,47056.11,22177.56,791,0.361,2,10,0,12,OWN,0
59,48351.15,13121.6,604,0.666,36,8,0,60,RENT,1
44,38648.83,21629.69,636,0.297,9,13,0,48,MORTGAGE,1
30,63432.34,28647.52,708,0.282,4,13,0,36,OWN,0
29,53119.7,30986.31,551,0.516,20,18,0,36,OWN,1
48,41736.52,24495.13,707,0.526,37,7,0,36,MORTGAGE,0
36,41755.1,15205.4,697,0.223,0,15,1,48,MORTGAGE,0
25,30792.03,13266.45,752,0.311,19,4,1,48,MORTGAGE,0
41,74576.83,19608.56,721,0.275,36,18,1,36,OWN,0
52,56572.35,28391.8,754,0.36,35,1,1,60,OWN,0
36,37744.0,18470.15,641,0.516,6,15,0,24,OWN,1
67,71170.95,18636.25,581,0.229,24,2,1,36,RENT,1
59,43791.02,15411.18,819,0.513,33,17,0,36,OWN,0
46,26869.99,12376.87,528,0.365,26,19,0,12,MORTGAGE,1
66,75424.45,13702.92,536,0.699,26,16,1,36,RENT,0
42,44258.06,16083.41,695,0.398,30,15,0,60,OWN,0
27,46822.02,28744.8,780,0.335,18,9,1,48,RENT,0
22,55823.6,13082.29,665,0.436,2,4,0,48,RENT,0
66,77851.78,15420.9,730,0.299,25,19,0,12,RENT,0
68,55400.75,8076.98,490,0.081,25,10,0,12,OWN,1
57,31017.66,20733.05,610,0.314,34,16,0,36,RENT,1
26,65877.54,25933.43,500,0.312,36,14,1,24,MORTGAGE,1
35,45300.21,27995.98,712,0.111,13,14,2,12,OWN,0
23,92758.48,16626.92,526,0.339,38,7,0,36,OWN,0
23,54977.61,19594.83,548,0.04,0,8,0,48,OWN,1
33,12000.0,13771.6,691,0.298,38,8,1,48,MORTGAGE,0
49,62147.3,19224.15,735,0.387,5,12,0,12,RENT,0
24,93891.96,17511.72,637,0.365,25,14,0,48,RENT,0
69,86518.41,15466.12,696,0.288,27,3,0,24,OWN,0
43,91619.09,16102.03,693,0.337,25,4,1,12,RENT,0
33,34604.8,18615.38,633,0.232,39,0,0,36,OWN,0
46,73243.05,12646.78,562,0.352,22,10,0,24,RENT,1
59,40560.11,13060.03,695,0.359,5,13,0,48,MORTGAGE,0
36,59485.79,28658.9,699,0.215,24,4,0,48,MORTGAGE,0
23,29540.95,36684.37,722,0.39,11,14,3,48,RENT,1
23,42110.88,5365.06,675,0.389,24,0,0,12,OWN,0
62,41475.07,4924.23,557,0.325,15,17,0,24,RENT,1
26,72971.11,7342.78,705,0.713,1,13,0,36,OWN,0
52,71014.38,14173.69,650,0.329,25,13,1,60,OWN,0
39,60536.39,22166.24,611,0.308,3,14,0,36,MORTGAGE,1
59,27991.57,19730.02,626,0.287,13,7,0,48,RENT,1
23,48767.21,16376.25,595,0.204,24,19,1,24,OWN,1
64,40077.67,19231.48,721,0.453,35,14,1,24,MORTGAGE,0
55,72393.52,9463.31,537,0.247,12,3,0,48,RENT,1
43,78563.7,13047.02,571,0.265,11,18,2,60,RENT,1
31,76127.71,14839.24,624,0.269,12,14,0,12,MORTGAGE,0
68,39895.61,2326.27,779,0.202,23,6,0,36,RENT,0
35,12000.0,5709.52,734,0.087,7,18,1,48,RENT,0
45,19660.76,6027.47,519,0.281,21,4,0,12,MORTGAGE,1
40,83432.54,21112.87,758,0.481,32,12,0,48,OWN,0
32,46974.9,16962.84,758,0.38,3,13,0,36,RENT,0
41,39985.51,19888.49,556,0.584,38,19,1,36,MORTGAGE,1
28,87853.21,1000.0,448,0.463,21,11,0,36,OWN,1
21,80303.2,3131.47,644,0.429,25,19,0,60,OWN,0
35,55488.97,20305.72,740,0.632,24,5,0,12,MORTGAGE,0
26,49131.94,1000.0,777,0.335,37,16,0,24,RENT,0
41,52357.98,24797.03,580,0.359,26,4,0,24,OWN,1
63,59543.26,1000.0,790,0.348,35,19,0,60,OWN,0
28,87000.95,21746.76,472,0.582,11,15,0,36,RENT,1
21,63449.35,7891.32,621,0.35,8,12,0,12,RENT,0
26,69520.58,23391.23,617,0.253,25,1,0,12,RENT,0
45,78385.4,40665.29,742,0.438,6,9,0,60,RENT,0
34,31606.48,1000.0,754,0.228,4,2,0,12,RENT,0
44,70097.24,20563.02,726,0.43,8,18,1,12,OWN,0
22,49108.62,1000.0,542,0.412,10,7,0,36,MORTGAGE,1
37,12000.0,18414.15,719,0.322,3,16,1,36,RENT,0
41,12436.61,13345.82,691,0.435,29,18,0,24,RENT,0
42,34637.65,16038.26,516,0.127,23,2,0,12,RENT,1
48,65624.46,7706.51,485,0.374,8,15,1,12,RENT,1
59,57275.99,21244.33,733,0.281,11,6,1,36,OWN,0
43,58687.33,3413.14,636,0.779,37,2,1,60,OWN,0
62,94018.87,24933.1,547,0.373,36,5,1,12,OWN,1
46,29618.21,11726.0,633,0.261,4,10,1,36,MORTGAGE,1
33,54451.33,3778.47,679,0.143,24,17,0,12,OWN,0
32,61088.71,27759.49,643,0.546,12,13,1,48,OWN,1
36,40274.54,14461.26,526,0.297,14,4,1,12,MORTGAGE,1
50,55566.53,30261.09,801,0.231,23,5,0,24,RENT,0
32,23001.01,24770.85,730,0.4,39,6,0,12,RENT,0
65,83198.12,8614.83,623,0.447,23,14,0,48,RENT,0
44,41367.71,14320.08,626,0.445,38,10,0,48,RENT,0
63,95628.0,15968.3,679,0.353,32,0,0,12,MORTGAGE,0
54,54350.51,27210.43,560,0.374,31,1,2,36,MORTGAGE,1
37,75561.07,18500.14,676,0.385,31,1,0,24,OWN,0
32,53933.94,16410.34,544,0.4,31,19,0,12,RENT,1
57,54385.12,13400.96,644,0.414,10,10,1,12,MORTGAGE,0
37,43319.41,14595.54,557,0.514,39,9,0,60,MORTGAGE,1
33,57382.48,25436.74,561,0.358,36,15,1,48,OWN,1
66,61359.97,15029.64,782,0.227,24,3,1,48,MORTGAGE,0
44,39314.83,11840.02,655,0.328,28,0,0,24,OWN,0
23,52499.11,10483.94,667,0.463,35,5,0,24,OWN,0
45,42798.02,10569.88,489,0.082,6,4,1,48,OWN,1
43,100993.28,3783.23,602,0.083,2,15,1,36,RENT,0
63,53205.38,8997.0,687,0.488,39,16,1,12,RENT,0
55,85904.64,26987.36,666,0.578,22,12,0,36,OWN,0
30,51087.55,13347.21,478,0.16,28,18,1,36,MORTGAGE,1
28,60185.75,20635.29,667,0.365,20,9,1,36,MORTGAGE,0
50,28572.72,1000.0,679,0.29,20,4,1,36,RENT,0
23,46058.55,19546.49,753,0.311,1,6,1,60,RENT,0
36,59210.69,13709.18,598,0.396,11,2,0,24,OWN,1
27,86720.08,11148.48,471,0.156,3,18,0,36,MORTGAGE,1
22,59439.66,16447.68,570,0.184,17,12,0,60,OWN,0
66,82674.41,11033.4,562,0.305,0,15,0,60,MORTGAGE,1
25,67814.58,1000.0,709,0.328,32,5,1,60,MORTGAGE,0
21,87548.03,22377.98,433,0.181,11,14,0,48,MORTGAGE,1
66,53819.16,16944.14,614,0.468,29,6,0,12,OWN,0
30,102804.45,12488.46,764,0.287,2,8,2,60,RENT,0
61,45292.08,7270.52,651,0.287,1,13,1,12,RENT,0
22,39670.76,3241.14,722,0.392,16,19,1,36,MORTGAGE,0
28,30798.94,16791.14,519,0.331,31,11,0,36,RENT,1
26,101620.49,27907.53,522,0.476,32,14,0,48,MORTGAGE,1
55,71388.95,16625.33,765,0.21,21,11,1,48,OWN,0
51,48317.59,3937.91,658,0.14,24,8,0,48,RENT,0
44,79980.45,16800.93,658,0.304,27,18,0,24,MORTGAGE,1
32,68753.84,14573.26,561,0.359,26,19,1,48,MORTGAGE,1
25,94322.55,21912.35,658,0.164,29,6,0,48,OWN,0
48,24043.34,19853.87,558,0.142,1,17,2,12,RENT,1
32,49692.8,1000.0,745,0.377,17,9,0,48,OWN,0
49,45749.57,19361.94,850,0.236,33,14,0,12,MORTGAGE,0
54,15526.35,6972.16,689,0.132,17,10,0,36,RENT,0
62,76206.54,3626.17,599,0.495,5,15,0,24,RENT,1
45,49592.07,13492.21,447,0.255,26,17,0,24,MORTGAGE,1
21,69792.62,18287.77,515,0.522,12,8,0,24,RENT,1
34,102195.44,1874.12,774,0.354,20,14,0,60,RENT,0
62,47935.13,20636.61,568,0.394,20,10,0,60,MORTGAGE,1
47,46576.94,21106.71,620,0.318,27,15,0,48,OWN,1
51,57373.28,15375.81,702,0.0,37,3,1,48,RENT,0
43,74744.95,8059.01,769,0.179,27,14,1,24,RENT,0
28,43665.74,7164.98,634,0.331,39,11,0,12,RENT,0
64,42380.77,23207.46,618,0.405,0,9,0,36,RENT,1
58,76143.79,2910.22,656,0.082,31,7,0,36,RENT,0
69,62572.79,23515.76,600,0.342,16,14,1,24,OWN,0
62,14105.43,13678.41,604,0.182,29,6,0,24,MORTGAGE,0
35,30492.16,14233.32,683,0.385,3,0,0,12,OWN,1
33,85024.72,1335.3,665,0.347,21,18,0,60,RENT,0
33,63038.57,13826.27,821,0.462,1,8,0,24,MORTGAGE,0
66,39756.08,19908.68,685,0.51,26,3,0,60,OWN,0
48,51591.81,4308.72,742,0.419,8,4,0,48,MORTGAGE,0
43,55264.73,18989.09,564,0.479,5,16,0,12,OWN,1
68,69714.67,15712.1,692,0.297,3,6,1,12,OWN,0
50,27834.73,9849.96,592,0.773,10,5,1,36,OWN,1
65,38181.02,21837.38,682,0.167,38,9,0,12,RENT,0
69,60459.12,1000.0,705,0.271,39,0,0,60,OWN,0
24,53003.31,17773.45,654,0.485,3,11,0,60,OWN,1
38,66437.18,27955.48,843,0.463,39,0,0,48,RENT,0
56,30409.85,26519.55,764,0.423,23,16,2,24,MORTGAGE,0
60,62142.57,18118.45,744,0.451,12,8,0,60,MORTGAGE,0
28,76831.67,12586.55,711,0.037,37,4,2,48,OWN,0
36,64736.37,9913.58,791,0.588,9,9,0,24,MORTGAGE,0
47,57782.23,12576.59,535,0.319,7,3,1,60,RENT,1
60,53082.33,19350.46,760,0.537,9,6,1,24,MORTGAGE,0
26,38302.98,8542.05,571,0.045,5,2,0,36,MORTGAGE,1
50,53560.03,21059.39,605,0.388,19,13,0,48,MORTGAGE,1
35,80194.12,32065.28,695,0.265,5,19,0,60,OWN,0
31,52619.43,14504.93,749,0.436,8,9,0,12,MORTGAGE,0
46,37203.92,4244.84,558,0.398,14,1,0,24,OWN,1
41,45155.06,4242.04,609,0.405,25,1,0,60,MORTGAGE,0
52,59017.01,21212.52,658,0.191,34,16,0,36,OWN,0
36,47529.72,14522.03,635,0.341,2,6,1,48,OWN,1
61,64706.07,22014.65,718,0.323,25,5,0,48,RENT,0
24,65456.88,10730.93,850,0.424,4,2,0,24,MORTGAGE,0
63,72779.66,21644.99,684,0.498,39,13,1,24,RENT,0
22,83471.19,13733.61,591,0.373,11,1,0,36,RENT,0
57,74917.17,9139.97,546,0.159,34,18,0,12,RENT,0
37,36315.22,11792.01,624,0.366,31,4,0,48,RENT,1
39,36929.31,5423.57,575,0.742,12,1,1,12,RENT,1
21,53484.57,30914.88,687,0.597,12,14,1,60,OWN,0
55,45976.49,14228.95,686,0.0,12,7,2,48,RENT,0
29,32233.47,20156.11,613,0.36,18,13,0,24,OWN,1
53,46166.16,10705.05,809,0.49,17,0,0,12,OWN,0
56,45509.74,6584.58,591,0.323,26,17,0,48,OWN,1
62,41563.05,13128.96,640,0.281,18,6,1,36,RENT,1
55,48684.21,23809.54,701,0.31,31,15,0,12,OWN,0
35,78569.02,10834.15,721,0.433,18,18,1,36,RENT,0
57,58984.76,8035.74,752,0.178,12,10,0,60,OWN,0
61,104436.18,16243.71,684,0.528,13,6,1,48,RENT,0
36,58410.16,18992.18,734,0.342,29,6,0,48,MORTGAGE,0
27,49198.68,28142.79,597,0.21,5,13,0,36,MORTGAGE,1
64,55082.66,17830.0,723,0.519,11,0,0,12,OWN,0
28,60129.84,20151.94,722,0.118,12,2,0,60,OWN,0
50,63705.08,20754.2,771,0.267,25,12,0,48,RENT,0
32,96534.23,5775.88,517,0.264,5,0,0,36,MORTGAGE,1
27,38093.59,7293.34,577,0.672,18,5,1,48,MORTGAGE,1
59,72180.92,6328.83,716,0.247,26,12,0,24,OWN,0
28,59155.01,4342.83,438,0.027,37,5,0,48,OWN,0
53,23578.05,21363.68,689,0.263,17,18,0,60,RENT,1
54,70413.98,17320.4,735,0.418,39,19,0,24,MORTGAGE,0
23,80352.47,15635.97,604,0.468,24,0,0,12,OWN,1
29,37856.47,1000.0,616,0.691,30,3,0,48,RENT,1
59,54821.32,31443.81,564,0.561,9,18,1,60,MORTGAGE,1
45,20492.91,7845.82,608,0.378,36,0,1,60,RENT,1
26,29823.87,31414.5,611,0.216,10,9,1,60,OWN,1
69,75960.59,3406.07,595,0.594,5,18,2,24,MORTGAGE,1
33,45671.67,8500.79,591,0.295,3,11,0,60,MORTGAGE,1
21,32823.94,1000.0,628,0.251,26,6,3,24,RENT,0
66,59589.21,17897.0,627,0.287,25,0,0,36,OWN,0
21,44551.75,6189.95,800,0.162,7,7,0,60,MORTGAGE,0
48,45583.57,6416.0,618,0.28,35,10,1,60,OWN,0
69,69786.52,4019.89,678,0.315,11,1,0,48,RENT,0
49,31765.33,21218.84,604,0.46,24,10,0,36,MORTGAGE,1
49,36892.7,20691.71,603,0.292,20,8,0,36,OWN,0
40,58081.6,29496.27,514,0.16,23,6,1,60,MORTGAGE,1
27,74388.2,9514.35,524,0.109,29,19,1,60,MORTGAGE,1
49,79763.21,16750.55,553,0.381,37,17,0,24,MORTGAGE,0
64,41698.77,4685.32,665,0.361,28,13,0,12,OWN,0
25,73747.54,12319.69,736,0.267,36,11,0,60,MORTGAGE,0
64,39317.15,10849.24,507,0.28,34,9,0,60,RENT,1
41,91524.19,18715.6,606,0.408,14,1,1,12,MORTGAGE,0
47,32324.58,23136.17,541,0.559,22,6,0,36,MORTGAGE,1
29,81569.58,22928.53,629,0.233,7,0,1,36,MORTGAGE,0
51,41870.28,8257.5,736,0.363,37,7,0,12,RENT,0
29,95264.93,22987.74,614,0.494,38,9,0,48,OWN,0
34,66826.41,14647.32,646,0.234,35,12,0,60,RENT,0
56,34679.67,12403.22,766,0.348,29,7,0,24,MORTGAGE,0
23,44555.23,9331.91,687,0.344,33,5,0,48,OWN,0
42,70623.62,10520.51,589,0.153,31,14,0,12,OWN,0
50,76052.89,28938.51,663,0.375,9,3,0,24,OWN,0
27,53585.69,17459.29,584,0.355,10,2,0,36,RENT,1
35,55893.17,16396.89,684,0.433,21,13,0,60,OWN,0
37,70167.06,12902.03,691,0.172,16,11,0,60,OWN,0
53,57635.97,34567.83,541,0.351,29,17,0,60,OWN,1
68,29129.9,25440.08,664,0.557,29,14,0,60,OWN,0
61,38740.52,9231.5,641,0.662,39,18,0,60,OWN,1
30,59702.4,12811.08,694,0.542,31,13,1,24,OWN,0
21,79309.65,13286.04,717,0.173,0,16,0,12,OWN,0
23,87319.65,16166.98,688,0.418,13,3,0,60,MORTGAGE,0
50,70590.59,9390.19,626,0.278,13,10,0,12,MORTGAGE,0
28,60745.82,18510.53,725,0.393,25,18,0,36,OWN,0
32,69976.28,26616.71,580,0.234,13,15,0,48,RENT,1
62,41664.98,4490.98,544,0.093,39,8,0,12,MORTGAGE,1
63,51935.38,5974.83,394,0.298,11,18,1,60,MORTGAGE,1
62,38517.39,11134.73,644,0.458,17,6,0,24,MORTGAGE,1
33,30025.15,11505.64,584,0.393,32,0,0,24,OWN,1
51,61670.98,30987.73,682,0.41,14,15,0,24,OWN,1
50,58710.27,23013.67,492,0.382,1,8,0,36,OWN,1
30,68753.05,22554.58,598,0.411,13,0,1,36,MORTGAGE,1
48,65922.24,12885.07,688,0.429,14,4,0,12,MORTGAGE,0
46,59852.89,12709.49,568,0.309,24,1,1,12,OWN,1
40,66132.33,3386.36,683,0.362,28,19,0,36,OWN,0
57,54146.34,21253.92,605,0.611,21,16,0,24,RENT,1
54,63257.83,18928.44,647,0.371,16,18,1,48,OWN,0
47,40477.11,25287.98,698,0.356,20,3,1,60,OWN,0
56,62394.12,13313.36,726,0.365,5,16,0,12,MORTGAGE,0
58,68368.35,13865.77,657,0.317,7,11,0,12,RENT,0
